user_id,comment_text,timestamp
user_7713,Excellent quality and design.,2025-12-17 23:24:00
user_6202,Worst app in the store.,2025-12-17 21:40:00
user_0548,Beyond my expectations.,2025-12-20 09:50:00
user_4467,Standard functionality.,2025-12-20 09:31:00
user_5976,Neutral opinion on the new feature.,2025-12-17 05:43:00
user_2509,Haven't decided yet.,2025-12-18 18:26:00
user_5942,Standard functionality.,2025-12-16 21:13:00
user_8025,Amazing experience today.,2025-12-17 14:32:00
user_0758,Extremely disappointed with this.,2025-12-21 04:32:00
adm_001,Invalid prefix.,2025-12-16 10:00:00
user_xyz,No digits.,2025-12-16 10:01:00
user_123456,Valid but long.,2025-12-16 10:02:00
